2025-05-22 21:58:42,910 - INFO - Conexión a la base de datos exitosa
2025-05-22 21:58:43,955 - INFO - Datos cargados: 318 registros
2025-05-22 21:58:44,969 - WARNING - Outliers detectados en Finance: 3 puntos
2025-05-22 21:58:45,257 - WARNING - Outliers detectados en HR: 8 puntos
2025-05-22 21:58:45,274 - WARNING - Datos no estacionarios para Inventory, aplicando transformaciones
2025-05-22 21:58:45,381 - INFO - Diferenciación aplicada para Inventory, datos ahora estacionarios
2025-05-22 21:58:46,246 - WARNING - Outliers detectados en Inventory: 5 puntos
2025-05-22 21:58:46,311 - WARNING - Outliers detectados en IT: 5 puntos
2025-05-22 21:58:46,405 - WARNING - Outliers detectados en Marketing: 5 puntos
2025-05-22 21:58:46,472 - WARNING - Outliers detectados en Sales: 3 puntos
2025-05-22 21:59:55,277 - INFO - Período estacional detectado: 8
2025-05-22 21:59:56,419 - INFO - Período estacional detectado: 2
2025-05-22 22:00:41,456 - INFO - Conexión a la base de datos exitosa
2025-05-22 22:00:42,097 - INFO - Datos cargados: 318 registros
2025-05-22 22:00:42,180 - WARNING - Outliers detectados en Finance: 3 puntos
2025-05-22 22:00:42,241 - WARNING - Outliers detectados en HR: 8 puntos
2025-05-22 22:00:42,287 - WARNING - Datos no estacionarios para Inventory, aplicando transformaciones
2025-05-22 22:00:42,307 - INFO - Diferenciación aplicada para Inventory, datos ahora estacionarios
2025-05-22 22:00:42,337 - WARNING - Outliers detectados en Inventory: 5 puntos
2025-05-22 22:00:42,468 - WARNING - Outliers detectados en IT: 5 puntos
2025-05-22 22:00:42,557 - WARNING - Outliers detectados en Marketing: 5 puntos
2025-05-22 22:00:42,646 - WARNING - Outliers detectados en Sales: 3 puntos
2025-05-22 22:06:33,415 - INFO - Conexión a la base de datos exitosa
2025-05-22 22:06:33,674 - INFO - Datos cargados: 318 registros
2025-05-22 22:06:33,726 - WARNING - Outliers detectados en Finance: 3 puntos
2025-05-22 22:06:33,847 - WARNING - Outliers detectados en HR: 8 puntos
2025-05-22 22:06:33,920 - WARNING - Outliers detectados en Inventory: 7 puntos
2025-05-22 22:06:33,991 - WARNING - Outliers detectados en IT: 5 puntos
2025-05-22 22:06:34,099 - WARNING - Outliers detectados en Marketing: 5 puntos
2025-05-22 22:06:34,162 - WARNING - Outliers detectados en Sales: 3 puntos
2025-05-22 22:07:01,537 - INFO - Período estacional detectado: 8
2025-05-22 22:07:03,519 - INFO - Período estacional detectado: 2
2025-05-22 22:07:04,463 - INFO - Período estacional detectado: 10
2025-05-22 22:07:05,391 - INFO - Período estacional detectado: 1
2025-05-22 22:07:06,410 - INFO - Período estacional detectado: 1
2025-05-22 22:07:07,485 - INFO - Período estacional detectado: 1
2025-05-22 22:07:47,219 - INFO - Período estacional detectado: 8
2025-05-22 22:07:58,083 - INFO - Período estacional detectado: 2
2025-05-22 22:08:08,045 - INFO - Período estacional detectado: 10
2025-05-22 22:08:15,626 - WARNING - Residuos no son ruido blanco (p-valor=0.0022)
2025-05-22 22:08:15,628 - INFO - Reintentando con parámetros más amplios para Inventory
2025-05-22 22:09:51,253 - WARNING - Residuos no son ruido blanco (p-valor=0.0022)
2025-05-22 22:09:51,255 - ERROR - No se encontró un modelo válido para Inventory
2025-05-22 22:09:51,258 - ERROR - Error entrenando modelo para Inventory: No se encontró un modelo con residuos válidos
2025-05-22 22:09:51,263 - INFO - Período estacional detectado: 1
2025-05-22 22:09:52,513 - WARNING - Residuos no son ruido blanco (p-valor=0.0318)
2025-05-22 22:09:52,515 - INFO - Reintentando con parámetros más amplios para IT
2025-05-22 22:09:59,954 - ERROR - Error entrenando modelo para IT: Seasonal periodicity must be greater than 1.
2025-05-22 22:09:59,962 - INFO - Período estacional detectado: 1
2025-05-22 22:10:02,956 - INFO - Período estacional detectado: 1
2025-05-22 22:25:05,350 - INFO - Conexión a la base de datos exitosa
2025-05-22 22:25:05,715 - INFO - Datos cargados: 318 registros
2025-05-22 22:25:05,778 - WARNING - Outliers detectados en Finance: 3 puntos
2025-05-22 22:25:05,895 - WARNING - Outliers detectados en HR: 8 puntos
2025-05-22 22:25:06,050 - WARNING - Outliers detectados en Inventory: 7 puntos
2025-05-22 22:25:06,126 - WARNING - Outliers detectados en IT: 5 puntos
2025-05-22 22:25:06,259 - WARNING - Outliers detectados en Marketing: 5 puntos
2025-05-22 22:25:06,350 - WARNING - Outliers detectados en Sales: 3 puntos
2025-05-22 22:25:50,646 - INFO - Conexión a la base de datos exitosa
2025-05-22 22:25:50,995 - INFO - Datos cargados: 318 registros
2025-05-22 22:25:51,084 - WARNING - Outliers detectados en Finance: 3 puntos
2025-05-22 22:25:51,247 - WARNING - Outliers detectados en HR: 8 puntos
2025-05-22 22:25:51,488 - WARNING - Outliers detectados en Inventory: 7 puntos
2025-05-22 22:25:51,701 - WARNING - Outliers detectados en IT: 5 puntos
2025-05-22 22:25:52,032 - WARNING - Outliers detectados en Marketing: 5 puntos
2025-05-22 22:25:52,300 - WARNING - Outliers detectados en Sales: 3 puntos
2025-05-22 22:26:26,565 - INFO - Período estacional detectado: 8
2025-05-22 22:26:27,607 - INFO - Período estacional detectado: 2
2025-05-22 22:26:29,126 - INFO - Período estacional detectado: 10
2025-05-22 22:26:30,571 - INFO - Período estacional detectado: 1
