ID,TIMESTAMP_COL,REGION_CATEGORIA_PRODUCTO,REGION,CATEGORIA,PRODUCTO,FECHA,TIPO,M3_PRODUCTO,IC_95_LOWER,IC_95_UPPER,DIF_PCT
420001,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-01-01,HISTÓRICO,12.265,,,
420002,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-02-01,HISTÓRICO,11.39,,,-7.134121484
420003,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-03-01,HISTÓRICO,12.01,,,5.443371378
420004,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-04-01,HISTÓRICO,13.105,,,9.117402165
420005,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-05-01,HISTÓRICO,12.54,,,-4.311331553
420006,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-06-01,HISTÓRICO,16.07,,,28.149920255
420007,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-07-01,HISTÓRICO,15.785,,,-1.773490977
420008,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-08-01,HISTÓRICO,13.535,,,-14.254038644
420009,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-09-01,HISTÓRICO,18.995,,,40.339859623
420010,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-10-01,HISTÓRICO,14.14,,,-25.559357726
420011,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-11-01,HISTÓRICO,13.54,,,-4.243281471
420012,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2023-12-01,HISTÓRICO,15.77,,,16.46971935
420013,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-01-01,HISTÓRICO,10.875,,,-31.039949271
420014,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-02-01,HISTÓRICO,10.325,,,-5.057471264
420015,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-03-01,HISTÓRICO,14.62,,,41.598062954
420016,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-04-01,HISTÓRICO,9.99,,,-31.668946648
420017,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-05-01,HISTÓRICO,11.185,,,11.961961962
420018,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-06-01,HISTÓRICO,18.575,,,66.070630308
420019,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-07-01,HISTÓRICO,18.675,,,0.5383580081
420020,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-08-01,HISTÓRICO,21.575,,,15.528781794
420021,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-09-01,HISTÓRICO,10.535,,,-51.170336037
420022,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-10-01,HISTÓRICO,17.195,,,63.217845278
420023,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-11-01,HISTÓRICO,16.36,,,-4.856062809
420024,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2024-12-01,HISTÓRICO,21.29,,,30.134474328
420025,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-01-01,HISTÓRICO,18.545,,,-12.893377172
420026,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-02-01,HISTÓRICO,14.975,,,-19.250471825
420027,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-03-01,HISTÓRICO,14.52,,,-3.038397329
420028,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-04-01,HISTÓRICO,13.055,,,-10.08953168
420029,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-05-01,HISTÓRICO,17.225,,,31.941784757
420030,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-06-01,ESCENARIO 1,29.973662785,29.089828799,30.902418118,54.021288031
420031,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-07-01,ESCENARIO 1,29.275747889,28.284760451,30.254872206,-2.328427129
420032,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-08-01,ESCENARIO 1,31.254853409,30.312056472,32.096937803,6.760221901
420033,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-09-01,ESCENARIO 1,26.574805168,25.701227701,27.531875571,-14.973828799
420034,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-10-01,ESCENARIO 1,29.369581282,28.392035917,30.260970989,10.516638207
420035,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-11-01,ESCENARIO 1,30.353998027,29.460034181,31.279302547,3.351824239
420036,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-12-01,ESCENARIO 1,34.802080692,33.837462742,35.753292821,14.654025679
420037,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2026-01-01,ESCENARIO 1,31.925797957,31.040625654,32.894828822,-8.264686126
420038,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2026-02-01,ESCENARIO 1,30.144647775,29.195588198,31.082277268,-5.579031055
420039,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2026-03-01,ESCENARIO 1,30.893560799,29.892452955,31.820075724,2.484397993
420040,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2026-04-01,ESCENARIO 1,32.592076657,31.718081956,33.539342878,5.497960784
420041,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2026-05-01,ESCENARIO 1,34.138054788,33.224960649,35.061363464,4.743417082
420042,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-06-01,ESCENARIO 2,16.67549586,15.726268789,17.601672746,-3.241864913
420043,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-07-01,ESCENARIO 2,16.821125915,15.841997337,17.752101368,0.8733176901
420044,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-08-01,ESCENARIO 2,18.800231435,17.885170221,19.721041801,11.765594827
420045,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-09-01,ESCENARIO 2,14.963728146,14.049602818,15.857044231,-20.406681177
420046,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-10-01,ESCENARIO 2,18.602049211,17.663205977,19.589193237,24.314268673
420047,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-11-01,ESCENARIO 2,19.785018249,18.785938509,20.748754163,6.35934797
420048,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2025-12-01,ESCENARIO 2,24.878093572,23.935490324,25.793363966,25.742080487
420049,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2026-01-01,ESCENARIO 2,22.001810837,20.994878072,22.886471225,-11.561507823
420050,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2026-02-01,ESCENARIO 2,20.865653311,19.968835154,21.830420763,-5.163927343
420051,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2026-03-01,ESCENARIO 2,22.458111287,21.540039545,23.382898498,7.631958376
420052,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2026-04-01,ESCENARIO 2,23.95807485,22.992694871,24.94240044,6.678939043
420053,2025-06-30 06:01:51.000,Antioquia-Agua-Agua con Gas 5L x 1uds,Antioquia,Agua,Agua con Gas 5L x 1uds,2026-05-01,ESCENARIO 2,26.546150227,25.643885281,27.456841232,10.802518121
420054,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-01-01,HISTÓRICO,2.432,,,
420055,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-02-01,HISTÓRICO,1.249,,,-48.643092105
420056,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-03-01,HISTÓRICO,2.515,,,101.361088871
420057,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-04-01,HISTÓRICO,2.476,,,-1.550695825
420058,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-05-01,HISTÓRICO,2.328,,,-5.977382876
420059,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-06-01,HISTÓRICO,2.088,,,-10.309278351
420060,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-07-01,HISTÓRICO,2.404,,,15.134099617
420061,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-08-01,HISTÓRICO,2.071,,,-13.851913478
420062,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-09-01,HISTÓRICO,2.423,,,16.99661999
